"run_id","training_type","shapley_tactic","latent_dim","started_at","ended_at","duration_sec","epochs","final_loss","final_recon","final_recon_base","final_pix_recon","final_aux_recon_base","final_kl","final_val_loss","final_val_recon","final_val_recon_base","final_val_pix_recon","final_val_aux_recon_base","final_val_kl","iteration"
"baseline-20260606T014815Z-fa3c13d6","baseline","none","8","2026-06-06T01:48:02.129151+00:00","2026-06-06T01:48:15.226856+00:00","13.10382159999972","200","1.2345191580908639","0.7444225719996861","0.7444225890295846","0.4035638826234","0.42607338087899344","5.240653310503278","1.069519281387329","0.6020834147930145","0.6020833849906921","0.31892798840999603","0.35394424200057983","4.998339653015137","iter_03"
"pix_only-20260606T014838Z-867fecfb","pix_only","none","8","2026-06-06T01:48:26.050462+00:00","2026-06-06T01:48:38.906568+00:00","12.858224300000074","200","0.6743892175810677","0.3947124779224396","0.3947124779224396","0.3947124779224396","1.061664615358625","5.24447352545602","0.5740565955638885","0.30477456748485565","0.30477456748485565","0.30477456748485565","1.061742901802063","5.049553155899048","iter_03"
"shapley-20260606T014903Z-d1f42e93","shapley","baseline","8","2026-06-06T01:48:49.829771+00:00","2026-06-06T01:49:03.636812+00:00","13.815647999999783","200","1.2077734981264387","0.6991670387131828","0.7517626711300441","0.40288623741694857","0.43609553575515747","5.285896914345877","1.0862556099891663","0.603060781955719","0.603060781955719","0.3167301416397095","0.3579132854938507","5.021796226501465","iter_03"
"shapley-20260606T014928Z-194dad01","shapley","marginal","8","2026-06-06T01:49:14.365471+00:00","2026-06-06T01:49:28.326336+00:00","13.960520799999358","200","1.1902666432516915","0.6921790582793099","0.7554334487233844","0.4019243461745126","0.441886373928615","5.230524471827915","1.0755134224891663","0.6014494299888611","0.6014494597911835","0.31537000834941864","0.35759930312633514","4.978247165679932","iter_03"
"shapley-20260606T014953Z-345fbe0d","shapley","conditional","8","2026-06-06T01:49:39.105235+00:00","2026-06-06T01:49:53.097680+00:00","13.991872000000512","200","1.2034947190965926","0.6956638268062046","0.7562303372791835","0.404177120753697","0.4400665206568582","5.256791727883475","1.085334300994873","0.6027255058288574","0.602725476026535","0.31642310321331024","0.3578779548406601","4.995706081390381","iter_03"
"baseline-20260606T015032Z-a18e3f8c","baseline","none","8","2026-06-06T01:50:19.468232+00:00","2026-06-06T01:50:32.385540+00:00","12.918114100000821","200","1.2386844669069563","0.7481035675321307","0.7481035675321307","0.40672982164791655","0.4267171621322632","5.209373406001499","1.0742754340171814","0.6033200621604919","0.6033200621604919","0.31973011791706085","0.35448741912841797","5.000973701477051","iter_04"
"pix_only-20260606T015056Z-96e698af","pix_only","none","8","2026-06-06T01:50:43.391455+00:00","2026-06-06T01:50:56.331486+00:00","12.939299899999241","200","0.6710360220500401","0.3920608503477914","0.3920608503477914","0.3920608503477914","1.0694646154131209","5.275899342128208","0.5732129216194153","0.3060283213853836","0.3060283213853836","0.3060283213853836","1.0658162236213684","5.052919149398804","iter_04"
"shapley-20260606T015121Z-09eecc99","shapley","baseline","8","2026-06-06T01:51:07.353389+00:00","2026-06-06T01:51:21.000158+00:00","13.64892250000048","200","1.1851356540407454","0.6942143184798104","0.7498870236533028","0.4027377579893385","0.43393656611442566","5.240691661834717","1.0704516172409058","0.6023162305355072","0.6023162305355072","0.3159271478652954","0.35798637568950653","4.997446775436401","iter_04"
"shapley-20260606T015146Z-2b12b98e","shapley","marginal","8","2026-06-06T01:51:31.894658+00:00","2026-06-06T01:51:46.024353+00:00","14.129613100001734","200","1.188033103942871","0.691637464932033","0.7531860726220267","0.4036903807095119","0.4368695914745331","5.323462077549526","1.0687593817710876","0.5989279448986053","0.5989279448986053","0.3149513602256775","0.3549707233905792","5.038581371307373","iter_04"
"shapley-20260606T015210Z-bef66338","shapley","conditional","8","2026-06-06T01:51:56.940874+00:00","2026-06-06T01:52:10.926412+00:00","13.983471999999892","200","1.1760471378053938","0.6923982330730983","0.7513931734221322","0.39950615593365263","0.43985878569739206","5.202553067888532","1.0666154623031616","0.6041465699672699","0.6041465699672699","0.315902978181839","0.36030450463294983","4.974722385406494","iter_04"
